EbayID,Price,PricePercent,StartingBidPercent,SellerName,SellerClosePercent,Category,PersonID,StartingBid,AvgPrice,EndDay,QuantitySold,HitCount,AuctionAvgHitCount,Authenticated,ItemAuctionSellPercent,SellerSaleAvgPriceRatio,SellerAvg,SellerItemAvg,AuctionHitCountAvgRatio,BestOffer,ReturnsAccepted,IsHOF,BidCount,AuctionCount,AuctionSaleCount,SellerAuctionCount,SellerAuctionSaleCount,PriceBuckets,AuctionMedianPrice,IsInMedianRatio10Percent,IsInMedianRatio20Percent,IsInMedianRatio25Percent
300896710289,0.01,0.0147,0.0147,millenniumsports,0.0553077609277430865,73396,1279,0.01,0.68,Friday,1,5,48,0,0.0789473684210526315,0.50,2,5,0.1041666666666666666,0,0,0,1,38,3,1121,62,5,0.99,0,0,0
300897350158,0.99,0.5983,0.5983,peacock7834,0.1811479726171669299,73396,1382,0.99,1.6545,Saturday,1,3,42,0,0.2037037037037037037,0.41,1,3,0.0714285714285714285,0,0,0,1,108,22,3798,688,5,0.99,1,1,1
380632044096,0.99,0.5607,0.5607,my09131970,0.0912887828162291169,73406,1806,0.99,1.7655,Sunday,1,3,20,0,0.4285714285714285714,0.56,2,3,0.1500000000000000000,0,1,0,1,21,9,5028,459,5,0.99,1,1,1
140965313767,0.99,0.5952,0.5952,den_va,0.6593886462882096069,27263,1809,0.99,1.6633,Sunday,1,4,34,0,0.2857142857142857142,0.54,1,3,0.1176470588235294117,0,1,0,1,7,2,229,151,5,0.99,1,1,1
400473454717,1.94,0.7861,0.4011,the_sports_page,0.5533814589665653495,73396,1809,0.99,2.4676,Thursday,1,7,41,0,0.1836734693877551020,0.50,2,4,0.1707317073170731707,0,1,0,4,147,27,5264,2913,5,1.00,0,0,0
330913123898,7.99,1.00,1.00,bballpres,0.6400000000000000000,27260,1809,7.99,7.99,Wednesday,1,3,28,0,0.0434782608695652173,0.26,12,45,0.1071428571428571428,0,1,0,1,23,1,25,16,10,7.99,1,1,1
111064940889,2.25,0.777,0.3453,xcorbin,0.1755725190839694656,73399,2533,1.00,2.8954,Monday,1,20,31,0,0.6111111111111111111,0.49,9,18,0.6451612903225806451,0,0,0,2,18,11,131,23,5,2.25,1,1,1
171031415374,209.00,2.7463,2.7463,raidermotorhead,0.2352941176470588235,27276,2559,209.00,76.1009,Saturday,1,50,131,0,0.1319261213720316622,2.03,269,143,0.3816793893129770992,0,0,1,1,379,50,34,8,210,44.59,0,0,0
161017016590,4.99,0.3246,0.3246,collegetimes3,0.6344827586206896551,73405,2559,4.99,15.37,Sunday,1,14,84,0,0.3000000000000000000,0.31,12,41,0.1666666666666666666,0,1,1,1,10,3,145,92,5,4.99,1,1,1
130898350439,42.99,4.3789,3.0547,echovalley408,0.2790697674418604651,53,2642,29.99,9.8175,Sunday,1,19,32,0,0.3157894736842105263,1.20,18,15,0.5937500000000000000,0,1,0,6,38,12,86,24,45,5.99,0,0,0
400478177690,8.01,0.9036,0.1116,pookielover26,1.0000000000000000000,73396,2650,0.99,8.8639,Sunday,1,29,57,0,0.4413793103448275862,2.15,243,113,0.5087719298245614035,0,1,0,5,290,128,10,10,10,5.41,0,0,0
350778522141,0.99,0.72,0.72,hairmetalwhitey,0.6937394247038917089,27263,2653,0.99,1.375,Wednesday,1,1,14,0,0.6666666666666666666,0.67,3,4,0.0714285714285714285,0,1,0,1,3,2,1182,820,5,1.375,0,0,0
380632391833,0.79,0.3439,0.3439,peacock7834,0.1811479726171669299,73396,3054,0.79,2.2966,Monday,1,3,58,0,0.0517241379310344827,0.41,1,3,0.0517241379310344827,0,0,0,1,58,3,3798,688,5,1.99,0,0,0
380629914988,0.75,1.1251,1.1251,mojo640,0.5315985130111524163,73399,3234,0.75,0.6666,Thursday,1,12,36,0,0.0428571428571428571,0.30,2,7,0.3333333333333333333,0,0,0,1,70,3,269,143,5,0.75,1,1,1
360643952372,4.27,0.84,0.1947,probstein123,0.9796725014116318464,73398,3234,0.99,5.0833,Thursday,1,14,38,0,0.1500000000000000000,1.13,38,31,0.3684210526315789473,0,1,0,4,20,3,1771,1735,5,4.99,0,1,1
321116155050,10.59,0.8168,0.0763,mitchsautographs,0.5000000000000000000,27260,3495,0.99,12.964,Thursday,1,11,24,0,0.0952380952380952380,0.60,12,20,0.4583333333333333333,0,1,0,3,42,4,28,14,15,10.295,1,1,1
370804164824,9.30,0.6324,0.0673,jgautographs,0.9938650306748466257,27285,3552,0.99,14.7041,Thursday,1,14,47,0,0.3170731707317073170,1.25,56,47,0.2978723404255319148,0,1,0,3,41,13,489,486,10,9.99,1,1,1
390584873803,5.59,0.3801,0.0673,jgautographs,0.9938650306748466257,27285,3552,0.99,14.7041,Thursday,1,19,47,0,0.3170731707317073170,1.25,56,47,0.4042553191489361702,0,1,0,4,41,13,489,486,10,9.99,0,0,0
400472375014,5.50,0.8022,0.1444,the_sports_page,0.5533814589665653495,73409,3552,0.99,6.8553,Wednesday,1,8,17,0,0.2530120481927710843,0.50,2,4,0.4705882352941176470,0,1,0,4,83,21,5264,2913,10,2.26,0,0,0
390584883720,9.49,0.6453,0.0673,jgautographs,0.9938650306748466257,27285,3552,0.99,14.7041,Thursday,1,17,47,0,0.3170731707317073170,1.25,56,47,0.3617021276595744680,0,1,0,2,41,13,489,486,10,9.99,1,1,1
111061681000,3.99,0.941,0.941,autographmike,0.4396929824561403508,27265,3595,3.99,4.24,Saturday,1,4,368,0,0.1562500000000000000,0.43,3,7,0.0108695652173913043,0,1,0,1,32,5,912,401,5,3.99,1,1,1
330915954850,9.99,1.1429,0.9141,levyy101,0.1570247933884297520,27285,3953,7.99,8.7402,Monday,1,7,52,0,0.1280000000000000000,0.59,8,13,0.1346153846153846153,0,1,0,1,125,16,121,19,10,5.99,0,0,0
330916316845,5.99,0.6853,0.6853,levyy101,0.1570247933884297520,27285,3953,5.99,8.7402,Monday,1,13,52,0,0.1280000000000000000,0.59,8,13,0.2500000000000000000,0,1,0,1,125,16,121,19,10,5.99,1,1,1
130900571804,9.99,0.1559,0.1559,alicia-lismary,0.6875000000000000000,27260,3970,9.99,64.0402,Saturday,1,11,58,1,0.4351851851851851851,0.35,14,40,0.1896551724137931034,0,0,0,1,108,47,16,11,10,51.01,0,0,0
140963107792,11.05,1.4939,0.1338,whitesoxbaseball,0.6956521739130434782,73396,3970,0.99,7.3963,Thursday,1,19,33,0,0.3571428571428571428,0.65,7,11,0.5757575757575757575,0,0,0,8,126,45,23,16,15,4.99,0,0,0
350782170941,3.54,1.00,0.2796,hoyle7,0.8000000000000000000,73394,3981,0.99,3.54,Sunday,1,16,16,0,1.0000000000000000000,0.90,13,15,1.0000000000000000000,0,1,0,4,1,1,80,64,5,3.54,1,1,1
190832234986,0.99,0.4155,0.4155,loreneldred,0.2996515679442508710,73396,4047,0.99,2.3821,Sunday,1,4,56,0,0.2857142857142857142,0.80,5,7,0.0714285714285714285,0,1,0,1,42,12,574,172,5,0.99,1,1,1
261209586172,8.45,0.4111,0.0481,beme42906,1.0000000000000000000,73406,4053,0.99,20.553,Sunday,1,20,45,0,0.3650793650793650793,0.41,8,21,0.4444444444444444444,0,0,1,4,63,23,1,1,10,17.00,0,0,0
360647543867,26.88,1.3078,0.0481,probstein123,0.9796725014116318464,73406,4053,0.99,20.553,Tuesday,1,27,45,1,0.3650793650793650793,1.13,38,31,0.6000000000000000000,0,1,1,7,63,23,1771,1735,30,17.00,0,0,0
300899090853,14.50,1.00,0.6862,worldchampionshipcollectibles,0.3981042654028436018,95056,4053,9.95,14.50,Tuesday,1,7,18,1,0.2000000000000000000,0.60,9,15,0.3888888888888888888,0,0,1,4,5,1,211,84,15,14.50,1,1,1
111063577861,149.99,0.6618,0.6618,alexgodinez2009,0.0182926829268292682,27284,4070,149.99,226.6297,Monday,1,20,173,0,0.4239130434782608695,0.74,93,127,0.1156069364161849710,0,0,0,1,92,39,164,3,150,199.00,0,0,0
190829999243,2.28,0.2342,0.0256,whitebuffalo93,0.9952229299363057324,73409,4070,0.25,9.7319,Wednesday,1,18,45,0,0.2738095238095238095,0.48,2,5,0.4000000000000000000,0,1,0,6,168,46,628,625,5,3.25,0,0,0
111060642939,1.75,0.1798,0.1017,autographmike,0.4396929824561403508,73409,4070,0.99,9.7319,Friday,1,12,45,0,0.2738095238095238095,0.43,3,7,0.2666666666666666666,0,1,0,2,168,46,912,401,5,3.25,0,0,0
181133706858,24.99,0.8353,0.8353,shauna6194,0.5714285714285714285,27276,4170,24.99,29.916,Saturday,1,3,43,0,0.2696629213483146067,0.59,28,47,0.0697674418604651162,0,0,0,1,89,24,21,12,25,22.75,1,1,1
290905769626,22.51,0.4029,0.0177,certified-autographs*com,0.9166666666666666666,27277,4170,0.99,55.8587,Sunday,1,27,48,0,0.4444444444444444444,1.39,222,159,0.5625000000000000000,0,1,0,9,18,8,12,11,25,40.94,0,0,0
370806536350,3.25,1.6277,0.4958,wamco,0.4976525821596244131,2832,4170,0.99,1.9966,Monday,1,21,60,0,0.3333333333333333333,0.29,3,11,0.3500000000000000000,0,1,0,3,9,3,639,318,5,1.75,0,0,0
330916764940,14.99,1.0987,1.0987,smcomstore,0.4898824436307573713,27278,4170,14.99,13.6429,Sunday,1,8,36,1,0.1433121019108280254,1.23,47,42,0.2222222222222222222,0,1,0,1,314,45,5189,2542,15,10.50,0,0,0
171030064007,9.99,0.7322,0.7322,jneal003,0.6250000000000000000,27278,4170,9.99,13.6429,Wednesday,1,14,36,1,0.1433121019108280254,0.74,12,16,0.3888888888888888888,0,1,0,3,314,45,16,10,10,10.50,1,1,1
251269372213,2.00,0.4285,0.4285,sportsagent2beoutlet,0.5254237288135593220,27278,4431,2.00,4.6666,Tuesday,1,7,49,0,0.0303030303030303030,0.30,3,9,0.1428571428571428571,0,1,0,1,33,1,59,31,5,2.00,1,1,1
251265757205,0.99,0.2826,0.2826,bergy67,0.3620689655172413793,73396,4505,0.99,3.5022,Wednesday,1,4,32,0,0.2857142857142857142,0.37,1,4,0.1250000000000000000,0,0,0,1,273,78,290,105,5,2.19,0,0,0
121102391508,29.95,1.7991,1.7991,bahiahut06,0.2222222222222222222,27261,4605,29.95,16.6466,Friday,1,10,88,0,0.4285714285714285714,0.70,20,29,0.1136363636363636363,0,0,0,1,7,3,9,2,30,10.00,0,0,0
350784082578,0.99,0.1377,0.1377,dansbbcards1988,0.4876847290640394088,27265,4923,0.99,7.1889,Tuesday,1,5,52,0,0.2631578947368421052,1.11,60,58,0.0961538461538461538,0,1,0,1,57,15,203,99,5,3.12,0,0,0
400475146183,19.00,0.905,0.905,beadyeyes,0.5392156862745098039,27266,5066,19.00,20.9927,Saturday,1,12,64,0,0.4857142857142857142,0.71,37,53,0.1875000000000000000,0,1,1,1,35,17,102,55,20,16.59,0,1,1
190830471125,29.00,1.2197,0.0416,dlgautographs,0.9811676082862523540,27260,5066,0.99,23.7757,Thursday,1,39,59,1,0.3246878001921229586,0.92,74,82,0.6610169491525423728,0,1,1,15,1041,338,531,521,30,19.99,0,0,0
300896669277,27.15,1.1419,0.0416,dslsports,0.9159802306425041186,27260,5066,0.99,23.7757,Wednesday,1,32,59,1,0.3246878001921229586,1.05,88,85,0.5423728813559322033,0,1,1,18,1041,338,607,556,30,19.99,0,0,0
251269269101,2.99,0.1257,0.1257,bdavis1043,0.5000000000000000000,27260,5066,2.99,23.7757,Tuesday,1,16,59,0,0.3246878001921229586,0.13,3,24,0.2711864406779661016,0,0,1,1,1041,338,4,2,5,19.99,0,0,0
321111786060,15.50,0.6519,0.0416,earlywynnfan,0.9220779220779220779,27260,5066,0.99,23.7757,Saturday,1,30,59,1,0.3246878001921229586,0.48,11,24,0.5084745762711864406,0,1,1,7,1041,338,77,71,20,19.99,0,0,0
230971967986,9.99,0.5311,0.5311,pastimeauction,0.7342995169082125603,27265,5066,9.99,18.8073,Sunday,1,8,61,0,0.2190476190476190476,0.44,5,11,0.1311475409836065573,0,1,1,1,420,92,414,304,10,9.99,1,1,1
251268218168,16.25,0.864,0.0526,martinihb,0.9166666666666666666,27265,5066,0.99,18.8073,Monday,1,14,61,1,0.2190476190476190476,0.61,25,44,0.2295081967213114754,0,1,1,6,420,92,12,11,20,9.99,0,0,0
261207837790,5.49,0.2919,0.2919,013056rita,0.2716049382716049382,27265,5066,5.49,18.8073,Wednesday,1,8,61,0,0.2190476190476190476,1.28,30,22,0.1311475409836065573,0,1,1,1,420,92,81,22,10,9.99,0,0,0
261206574484,9.99,0.4193,0.4193,3x5autos,0.6190476190476190476,73396,5066,9.99,23.8214,Thursday,1,18,45,0,0.4388185654008438818,0.83,18,23,0.4000000000000000000,0,1,1,1,237,104,84,52,10,9.99,1,1,1
300896772633,5.00,0.2098,0.2098,jaywhoppobombhackeriii,0.5000000000000000000,73396,5066,5.00,23.8214,Saturday,1,16,45,0,0.4388185654008438818,0.45,10,23,0.3555555555555555555,0,0,1,1,237,104,14,7,5,9.99,0,0,0
221220043030,20.00,1.1483,1.1483,bosox6,0.0653409090909090909,101804,5066,20.00,17.4166,Saturday,1,10,3,0,0.3333333333333333333,1.15,36,31,3.3333333333333333333,0,1,1,1,9,3,352,23,20,20.00,1,1,1
271194292946,79.99,0.7572,0.7572,kbauctions1999,0.7323232323232323232,27264,5066,79.99,105.6329,Thursday,1,12,104,1,0.2608695652173913043,0.69,44,61,0.1153846153846153846,0,0,1,1,69,18,198,145,80,45.50,0,0,0
130900933619,9.99,0.4201,0.4201,alicia-lismary,0.6875000000000000000,27260,5066,9.99,23.7757,Sunday,1,23,59,1,0.3246878001921229586,0.35,14,40,0.3898305084745762711,0,0,1,1,1041,338,16,11,10,19.99,0,0,0
400476242086,10.50,0.4416,0.4201,packrat-auctions,1.0000000000000000000,27260,5066,9.99,23.7757,Sunday,1,17,59,0,0.3246878001921229586,0.95,46,50,0.2881355932203389830,0,1,1,2,1041,338,17,17,15,19.99,0,0,0
400476243908,1.26,0.4329,0.3402,the_sports_page,0.5533814589665653495,73396,5118,0.99,2.91,Sunday,1,7,47,0,0.2245430809399477806,0.50,2,4,0.1489361702127659574,0,1,0,2,383,86,5264,2913,5,1.505,0,1,1
350784086396,10.50,0.4289,0.0004,dansbbcards1988,0.4876847290640394088,27260,5118,0.01,24.481,Tuesday,1,19,79,1,0.2790697674418604651,1.11,60,58,0.2405063291139240506,0,1,0,2,301,84,203,99,15,10.50,1,1,1
140964812669,9.99,0.8466,0.8466,bpvsportspromotions,0.1425389755011135857,27265,5118,9.99,11.799,Saturday,1,3,95,0,0.1913265306122448979,1.00,25,27,0.0315789473684210526,0,0,0,1,392,75,449,64,10,8.99,0,1,1
380630117638,0.99,0.6174,0.6174,the_sports_page,0.5533814589665653495,73396,5441,0.99,1.6033,Thursday,1,3,27,0,0.0439560439560439560,0.50,2,4,0.1111111111111111111,0,1,0,1,91,4,5264,2913,5,0.99,1,1,1
310660536031,19.99,1.00,1.00,pecksauctions,0.3963963963963963963,27276,5676,19.99,19.99,Sunday,1,12,9,0,0.0666666666666666666,0.65,49,70,1.3333333333333333333,0,1,0,1,15,1,111,44,20,19.99,1,1,1
151033622729,8.00,0.8623,0.8623,plainville_sports_card_show,0.4146341463414634146,27278,5676,8.00,9.2767,Wednesday,1,8,54,0,0.1273584905660377358,0.82,17,21,0.1481481481481481481,0,1,0,1,212,27,123,51,10,4.99,0,0,0
400478160342,0.99,0.4894,0.4894,the_sports_page,0.5533814589665653495,73406,5676,0.99,2.0227,Tuesday,1,10,114,0,0.1030927835051546391,0.50,2,4,0.0877192982456140350,0,1,0,1,97,10,5264,2913,5,0.99,1,1,1
130895977867,7.82,0.6897,0.0873,captainamerica57,0.6888888888888888888,73396,5951,0.99,11.3376,Wednesday,1,23,53,0,0.5393258426966292134,0.54,12,20,0.4339622641509433962,0,0,0,6,89,48,45,31,10,7.285,1,1,1
190830019782,1.05,0.181,0.0431,whitebuffalo93,0.9952229299363057324,73409,5985,0.25,5.7992,Wednesday,1,8,29,0,0.4782608695652173913,0.48,2,5,0.2758620689655172413,0,1,0,3,23,11,628,625,5,1.30,0,0,1
190833219409,0.99,0.1707,0.1707,loreneldred,0.2996515679442508710,73409,5985,0.99,5.7992,Friday,1,5,29,0,0.4782608695652173913,0.80,5,7,0.1724137931034482758,0,1,0,1,23,11,574,172,5,1.30,0,0,0
190829370833,15.65,0.8393,0.2676,prhitking4256,0.8442906574394463667,27278,6051,4.99,18.645,Sunday,1,39,79,0,0.6666666666666666666,0.81,21,25,0.4936708860759493670,0,1,0,5,3,2,289,244,20,18.645,0,1,1
400476247406,1.49,1.2627,0.8389,the_sports_page,0.5533814589665653495,73396,6134,0.99,1.18,Sunday,1,11,32,0,0.2000000000000000000,0.50,2,4,0.3437500000000000000,0,1,0,3,40,8,5264,2913,5,0.99,0,0,0
300898781679,0.99,0.0734,0.0734,peacock7834,0.1811479726171669299,73396,6486,0.99,13.4843,Monday,1,6,46,0,0.1019417475728155339,0.41,1,3,0.1304347826086956521,0,0,0,1,206,21,3798,688,5,3.50,0,0,0
190829963373,0.25,0.117,0.117,whitebuffalo93,0.9952229299363057324,73409,6520,0.25,2.1364,Wednesday,1,5,22,0,0.5714285714285714285,0.48,2,5,0.2272727272727272727,0,1,0,1,21,12,628,625,5,0.975,0,0,0
190829963192,1.05,0.4914,0.117,whitebuffalo93,0.9952229299363057324,73409,6520,0.25,2.1364,Wednesday,1,6,22,0,0.5714285714285714285,0.48,2,5,0.2727272727272727272,0,1,0,3,21,12,628,625,5,0.975,1,1,1
161017018453,4.99,0.4958,0.4958,collegetimes3,0.6344827586206896551,73405,6572,4.99,10.0633,Sunday,1,12,48,0,0.6000000000000000000,0.31,12,41,0.2500000000000000000,0,1,1,1,5,3,145,92,5,9.99,0,0,0
321116923271,10.00,0.5432,0.5432,lasportsmemorabilia,0.5291970802919708029,73406,6572,10.00,18.4061,Sunday,1,6,59,0,0.5100000000000000000,1.74,52,32,0.1016949152542372881,0,1,1,1,100,51,274,145,10,10.55,1,1,1
290907945905,31.77,0.2199,0.1384,imn2autographs,0.5072463768115942028,27277,6572,20.00,144.4341,Sunday,1,49,151,0,0.3333333333333333333,0.29,25,87,0.3245033112582781456,0,1,1,5,60,20,69,35,35,125.98,0,0,0
200921140850,51.00,0.5805,0.1137,gridironauthentics_direct,0.8307086614173228346,27276,6572,9.99,87.8432,Monday,1,50,119,0,0.3098159509202453987,0.77,71,94,0.4201680672268907563,0,0,1,9,326,101,508,422,55,56.09,1,1,1
321118277965,41.01,0.4668,0.4552,kkitty1128,0.2844387755102040816,27276,6572,39.99,87.8432,Friday,1,26,119,0,0.3098159509202453987,0.74,39,52,0.2184873949579831932,0,1,1,2,326,101,784,223,45,56.09,0,0,0
400476243771,2.02,0.2606,0.1277,the_sports_page,0.5533814589665653495,73406,6603,0.99,7.751,Sunday,1,9,12,0,0.2432432432432432432,0.50,2,4,0.7500000000000000000,0,1,0,2,37,9,5264,2913,5,2.02,1,1,1
230970944867,19.99,1.00,1.00,thebug23,0.0420168067226890756,27260,6612,19.99,19.99,Saturday,1,10,24,0,1.0000000000000000000,1.30,29,22,0.4166666666666666666,0,1,0,1,1,1,1071,45,20,19.99,1,1,1
400473327646,48.08,0.702,0.0144,presspasscollectibles,0.9814814814814814814,27276,6638,0.99,68.481,Thursday,1,53,78,1,0.5630252100840336134,1.78,130,81,0.6794871794871794871,0,1,0,15,119,67,270,265,50,41.00,0,1,1
130896432396,29.55,1.0422,0.0349,presspasscollectibles,0.9814814814814814814,27278,6638,0.99,28.3527,Thursday,1,30,85,1,0.5166666666666666666,1.78,130,81,0.3529411764705882352,0,1,0,8,120,62,270,265,30,14.335,0,0,0
390586811407,99.99,0.6644,0.6644,firstclassautograph,0.6645161290322580645,27277,6638,99.99,150.4786,Friday,1,15,78,1,0.4363636363636363636,0.82,93,114,0.1923076923076923076,0,1,0,2,55,24,155,103,100,90.00,1,1,1
181128452907,76.90,0.511,0.166,neon.green,0.7272727272727272727,27277,6638,24.99,150.4786,Sunday,1,102,78,0,0.4363636363636363636,0.75,133,167,1.3076923076923076923,0,0,0,17,55,24,11,8,80,90.00,0,1,1
380629704843,9.50,0.5301,0.0552,probstein123,0.9796725014116318464,73405,6638,0.99,17.9209,Thursday,1,28,65,0,0.4347826086956521739,1.13,38,31,0.4307692307692307692,0,1,0,7,23,10,1771,1735,10,13.745,0,0,0
370804837834,36.60,1.4049,0.3834,platinum*palace,0.7692307692307692307,27269,6970,9.99,26.05,Friday,1,78,56,0,1.0000000000000000000,1.26,110,87,1.3928571428571428571,0,1,0,8,2,2,13,10,40,26.05,0,0,0
271198061301,33.33,1.4709,0.0436,cantonandcooper,0.9058458354888773926,27260,7013,0.99,22.6582,Wednesday,1,35,37,1,0.4868421052631578947,1.13,62,59,0.9459459459459459459,0,1,0,6,152,74,1933,1751,35,15.45,0,0,0
350786244591,37.50,1.655,0.0436,dslsports,0.9159802306425041186,27260,7013,0.99,22.6582,Tuesday,1,27,37,1,0.4868421052631578947,1.05,88,85,0.7297297297297297297,0,1,0,11,152,74,607,556,40,15.45,0,0,0
230970025060,9.99,0.4408,0.4408,livmemorabilia,0.3511450381679389312,27260,7013,9.99,22.6582,Thursday,1,14,37,0,0.4868421052631578947,0.99,44,45,0.3783783783783783783,0,1,0,1,152,74,131,46,10,15.45,0,0,0
121104569643,15.40,0.6796,0.0436,cantonandcooper,0.9058458354888773926,27260,7013,0.99,22.6582,Saturday,1,26,37,1,0.4868421052631578947,1.13,62,59,0.7027027027027027027,0,1,0,4,152,74,1933,1751,20,15.45,1,1,1
310662120834,28.70,1.2666,0.0436,cantonandcooper,0.9058458354888773926,27260,7013,0.99,22.6582,Sunday,1,48,37,1,0.4868421052631578947,1.13,62,59,1.2972972972972972972,0,1,0,8,152,74,1933,1751,30,15.45,0,0,0
111064292250,1.04,0.0821,0.0782,thejuanscards,0.4363636363636363636,27265,7013,0.99,12.6523,Friday,1,16,83,0,0.2312925170068027210,0.48,12,27,0.1927710843373493975,0,1,0,2,147,34,55,24,5,7.475,0,0,0
121104159849,37.99,3.6393,3.4477,samssportscardmania,0.2500000000000000000,73396,7013,35.99,10.4386,Wednesday,1,23,34,0,0.4369747899159663865,0.35,18,52,0.6764705882352941176,0,0,0,2,119,52,168,42,40,4.625,0,0,0
300895650837,0.99,0.3354,0.3354,shamrock_sox_fan,0.3200000000000000000,73396,7021,0.99,2.9513,Wednesday,1,5,33,0,0.1808510638297872340,0.71,4,5,0.1515151515151515151,0,1,0,1,94,17,850,272,5,2.14,0,0,0
400473440086,0.99,0.4084,0.4084,the_sports_page,0.5533814589665653495,73396,7090,0.99,2.4236,Thursday,1,2,28,0,0.1797752808988764044,0.50,2,4,0.0714285714285714285,0,1,0,1,89,16,5264,2913,5,1.075,1,1,1
140962013906,35.00,1.7932,1.0242,mjmauthentics,0.3750000000000000000,27278,7104,19.99,19.5174,Wednesday,1,32,56,0,0.2352941176470588235,1.19,38,38,0.5714285714285714285,0,0,0,14,221,52,72,27,35,10.91,0,0,0
161018233906,9.99,0.5118,0.5118,live2graph,0.0262982689747003994,27278,7104,9.99,19.5174,Tuesday,1,14,56,0,0.2352941176470588235,0.63,23,36,0.2500000000000000000,0,1,0,1,221,52,12016,316,10,10.91,1,1,1
121105048204,33.00,0.9345,0.2817,ultimate-sports-man-cave,0.9264705882352941176,27276,7104,9.95,35.3118,Friday,1,32,60,0,0.4400000000000000000,0.88,55,63,0.5333333333333333333,0,1,0,11,25,11,204,189,35,40.00,0,0,1
